indice_tiempo,tipo_cambio_real_multilateral_actual,tipo_cambio_real_brasil,tipo_cambio_real_canada,tipo_cambio_real_chile,tipo_cambio_real_estados_unidos,tipo_cambio_real_mexico,tipo_cambio_real_uruguay,tipo_cambio_real_china,tipo_cambio_real_india,tipo_cambio_real_japon,tipo_cambio_real_reino_unido,tipo_cambio_real_suiza,tipo_cambio_real_zona_euro,tipo_cambio_real_vietnam
1997-01-01,86.34800114427995,120.24161507257591,75.99539128119754,92.22206252254126,70.27819968888265,73.99526310678263,75.97236664701666,58.42353475728028,55.49183603346532,30.679197297689022,83.88638861011744,71.52633524921153,88.85092605593502,63.21831063260999
1997-01-02,86.33310192568483,120.25748460813944,75.80692181732665,92.35407860180406,70.2727546411908,73.75432194059587,76.00942675629159,58.44964801148618,55.32905361437619,30.784091500869703,82.85723183809723,71.50183560535615,88.86779825958884,63.186638432495634
1997-01-03,86.05612464152824,120.26178593015852,75.70730462020619,92.2032027165802,70.266463258046,74.12255205596783,76.04650494387262,58.47506827416986,55.37468713281565,30.655736780290955,82.88273388296622,70.88122251816844,87.94520091525159,63.17481021259853
1997-01-04,86.06220422379027,120.2892333042947,75.7013651203893,92.20463656038291,70.26017243815652,74.17214116744927,76.08360121857855,58.50049959234793,55.366364898105694,30.661169306305077,82.85918066770213,70.87805106420315,87.94065726245803,63.17996806926873
1997-01-05,86.06828423555484,120.31668694275119,75.69542608654676,92.20607042648321,70.25388218147192,74.22176345479835,76.12071558923243,58.52594197082849,55.35804391414034,30.666602795021195,82.83563414567708,70.87487975213892,87.93611384441046,63.185126347048
1997-01-06,85.94068614060731,120.26315376668381,75.96004375503038,92.14237835538883,70.25013216952121,74.43222053496108,76.07071093872959,58.55351223999715,55.36515052526356,30.793940971626668,82.46470708016923,70.84033785150152,87.53176155054534,63.161986664848456
1997-01-07,86.02457597043136,120.29060145300161,76.64742265346675,92.20893822557787,70.24722903630833,74.6388610893431,76.10781902137111,58.58180157395217,55.33369690737284,30.91693255191935,82.95978880801505,70.96805730339405,87.66889574812603,63.13604197604001
1997-01-08,85.85939012744065,120.22558307752885,76.81104509844532,92.0152638126397,70.24432618630921,74.860768541835,75.97109829885827,58.61010471171783,55.3562242509499,30.802194646583025,82.59456091009027,70.6307821814844,87.24187694674316,63.135544678369556
1997-01-09,85.8107489792388,120.26457609205738,77.06086517228223,92.10330887170458,70.24142361951444,74.91085153134141,75.66266616310428,58.638421660108,55.350219085892135,30.71213374724793,82.85926653610973,70.30696342688562,87.06778459354298,63.185947288625265
1997-01-10,85.69445264821304,120.29202410299283,77.22631919046572,92.06141304673734,70.23598158439874,74.56513138466319,75.65658849925659,58.66463109749277,55.37817764597424,30.769251437769537,82.1564762722605,69.79274019062142,86.75302547991092,63.16564402222661
1997-01-11,85.7005066795379,120.31947837839387,77.22026051870357,92.0628446855815,70.22969349347424,74.61501658842776,75.69349456867228,58.69014485819918,55.369854886676755,30.774704079800898,82.13312944137877,69.7896174388578,86.74854342037305,63.17080113053053
1997-01-12,85.70656113856016,120.34693891969033,77.2142023222652,92.06427634668896,70.22340596551031,74.66493516615023,75.73041864125186,58.71566971506309,55.361533378202715,30.78015768809903,82.10978924508677,69.78649482681614,86.74406159239898,63.17595865988244
1997-01-13,85.59443617139911,120.2819522676914,77.18523927007385,92.04405824569083,70.21796533653401,75.14035421773674,75.76736072577741,58.74191368831026,55.337777199248585,30.67710505434377,81.49489093290609,69.61131762932321,86.45189365075963,63.124593872250564
1997-01-14,85.51689261073501,120.29785491116645,77.05916287476917,92.06713973569512,70.21337144038439,75.34972213839853,75.80432083103538,58.76887775776117,55.347209895813855,30.540766050755916,81.5111653184996,69.72449475563991,86.17866540853004,63.14952069421434
1997-01-15,85.57790145214082,120.22144251477754,77.49499487962618,92.04692100587232,70.20877788558406,75.33733503090102,75.84129896581642,58.79585423859137,55.33889179064444,30.475768264489776,81.87334607742574,70.01635206179733,86.40019062389251,63.117961934924864
1997-01-16,85.53970345750645,120.16819994091016,77.70884034965096,92.17841014089122,70.20587719566556,75.2575584869065,75.87829513891559,58.824261272048666,55.31668732005355,30.663103047789917,81.76781005017084,69.78415177047665,86.25915300211791,63.142880831589466
1997-01-17,85.22271436336621,120.17258894085813,77.67373727330069,91.8715498078453,70.20128425356177,75.19729438879611,75.91530935913211,58.851263277999976,55.324574263091954,30.48787188775203,81.39279057533065,68.86970998914163,85.33778844140437,63.11697874452037
1997-01-18,85.22873506793228,120.20001595754559,77.66764350004294,91.87297849414313,70.19499926902186,75.24760251919791,75.95234163526959,58.876858206672594,55.31625955982073,30.49327466630315,81.3696607649642,68.86662853671919,85.33337949950861,63.12213187958676
1997-01-19,85.23475619784129,120.2274492339072,77.66155020486278,91.87440720265832,70.18871484716443,75.29794430650198,75.98939197613585,58.90246426680334,55.307946106162206,30.498678402284693,81.34653752751562,68.86354722217084,85.32897078539901,63.127285435376734
1997-01-20,85.02233476847896,120.33561222950343,77.84143064295445,91.47329546750711,70.18243098793906,75.57031571952436,75.94021369696334,58.928081463233404,55.29500631750163,30.31386122274485,81.06515683397383,67.98239266151562,84.6789322591126,63.149380138063805
1997-01-21,85.0609318379623,120.33999628496846,77.69577136267365,92.79745300754597,70.17699364570069,75.58214560535225,75.9772581216954,58.954420471769836,55.277444602818875,30.328239132322953,81.09065884035806,67.83998002495423,84.59454408535916,63.16018530897294
1997-01-22,84.77200067467243,120.35592211097818,77.73032372166871,92.75492078335165,70.17155673491426,75.76852316843463,76.01432061708245,58.98077126158981,55.26913698264129,30.06569391914418,80.58496581760025,67.12511941358211,83.73199766067127,63.16816727651904
1997-01-23,84.70700835619856,120.3141852262487,77.498316670519,92.82234283689559,70.16527441182136,75.88734806308595,76.05140119193962,59.00642251441618,55.300930571823706,29.904994825811,79.30043495547875,67.36244373086244,83.66747203718991,63.173324590832046
1997-01-24,84.92235559467053,120.34164455948788,77.16444018543245,93.0001945023753,70.16153001633946,75.62743322783291,76.08849985508616,59.03421987340538,55.26948120765841,30.07635079147257,79.31276022226238,68.30896460975626,84.29650962560247,63.17848232620984
1997-01-25,84.92835507987714,120.36911015977674,77.15838636829223,93.00164074012638,70.15524859091916,75.67802912764164,76.12561661534579,59.05989437150011,55.261174784295605,30.08168064406282,79.29022150488194,68.30590824688637,84.29215448095034,63.1836404826868
1997-01-26,84.93435498892762,120.3965820285457,77.15233302609488,93.00308700036773,70.14896772786267,75.72865887687465,76.16275148154648,59.085580035658396,55.252869609301115,30.087011441160225,79.26768919244545,68.30285202076799,84.28779956130498,63.1887990602973
1997-01-27,84.77533231253823,120.42406016722538,77.27243924328197,93.11513446431407,70.14522429434103,75.6922253903962,76.19990446252045,59.11341476231451,55.244565682487334,29.97383961111836,78.99685876955785,67.81697537483207,83.78170350329394,63.17135346866784
1997-01-28,84.46829443256577,120.34776668128698,77.61832206929269,93.183070588372,70.14232680097842,75.87852639175573,76.15068794606509,59.14197570545187,55.20930909352195,29.533732623785674,78.31705263202242,67.10710106622463,82.96681568409232,63.1680377986081
1997-01-29,84.54793069156446,120.31764338427413,77.38686766155999,93.20115679189641,70.13942959042464,75.7065243252528,76.18783504232123,59.17055058556408,55.20486008286932,29.35602124194256,78.75251288546939,67.37747332665181,83.2554417779904,63.195797318844555
1997-01-30,84.6168415191605,120.31056789260067,77.15102638042492,93.38601020983937,70.13484136235772,75.762005206909,76.2250002593166,59.19771185788028,55.16579605623812,29.401018104066086,78.49116818370628,67.31299422328915,83.47616772153073,63.186827455301625
1997-01-31,84.61809442570355,120.31500841509809,77.08774865190573,93.18741790089838,70.13194470567426,75.99689077061099,76.17586534487666,59.22631387396118,55.165192672839055,29.488585097706235,77.8866527000486,67.39511309250851,83.52779923426905,63.191986293109956
1997-02-01,84.62134254136454,120.31996042572945,77.08330160222798,93.20240778943338,70.12704253111998,76.03171057698063,76.20905625386595,59.268248190268416,55.15763252947563,29.503000968997753,77.8827200269724,67.3900665811238,83.52296780563168,63.22548834362914
1997-02-02,84.62459078170639,120.32491264017924,77.07885480909229,93.21740008920335,70.1221406992243,76.06654633688342,76.24226162460681,59.3102121975486,55.150073422196094,29.517423887671985,77.87878755246574,67.3850204476193,83.51813665645459,63.2590081556946
1997-02-03,84.53593773237355,120.42200124915904,77.33254673424797,93.33791785422159,70.11977567663597,76.10139805762884,76.27548146340041,59.35435296217194,55.15020179013236,29.442120869351573,78.33051337006263,67.49379221678417,83.09363593614353,63.28688628097362
1997-02-04,84.53990075469999,120.27730175585636,77.40874367600824,93.51448076588716,70.11825635731189,75.99535364577989,76.22244249698423,59.39924293052414,55.181102791522754,29.358868123163216,78.66765985869434,67.2756608432475,83.183922998493,63.34876106585225
1997-02-05,84.44503740744325,120.19033722573323,77.29486055912912,93.61890759009847,70.1150461460187,76.21013157539103,76.25565370030178,59.4427333026048,55.12740231544107,29.08870247581752,79.31469226722561,67.09174960173019,82.90434829798247,63.382346232549054
1997-02-06,84.44019596373047,120.1952841050592,77.10682753572125,93.85821300571283,70.11775515925157,76.11358370701544,76.20272592489188,59.49127754727474,55.12753063060781,29.064051428034425,79.29127333873774,67.37430769460477,82.85918616541719,63.41594920485727
1997-02-07,84.09987293552513,120.13138141356488,77.00521552703755,93.91829620972919,70.11285397653683,76.40706701494177,76.14993200212508,59.53339946719528,55.14303518386286,28.81699746924232,78.87921609421718,66.48620631154057,81.87423628285956,63.449569992216745
1997-02-08,84.10310115894737,120.13632586634563,77.00077323854316,93.93340366547048,70.10795313641134,76.44207475343944,76.18311161158775,59.57555121091877,55.13547807708437,28.83108502634782,78.8752333043726,66.48122785862788,81.86950049988111,63.48320860407237
1997-02-09,84.10632950628687,120.14127052263368,76.99633120631619,93.94851355135826,70.10305263885121,76.47709853157588,76.21630567787861,59.617732799561495,55.12792200597363,28.845179470335474,78.87125071562804,66.47624977849918,81.86476499083061,63.51686504987404
1997-02-10,84.36588070780752,120.1806346572796,76.86084425481474,93.82873371436635,70.09815248383248,76.54647292740952,76.16359926171103,59.6599442542547,55.104998124168034,29.28807008624866,79.34777355626278,67.11829635809342,82.55568014466823,63.55053933907665
1997-02-11,84.16607110057434,120.18558113726037,76.69748706255565,93.97874061513699,70.09325267133117,76.67493666556989,76.19678482619325,59.70218559614461,55.097446230198756,29.245245062460686,79.78031615746282,66.84644652335467,81.84280821447175,63.5842314811401
1997-02-12,83.97742175708076,120.20200624006794,76.60254921216122,94.21961462770885,70.0883532013234,76.66086247359337,76.22998485009836,59.744456846392424,55.08989537118283,29.076440960265682,79.34494494237379,66.29121063856272,81.26970793205048,63.58665583833956
1997-02-13,83.83812549173089,120.0350001089264,76.77368405150987,94.48439908402199,70.0783830344417,76.71074802404122,75.95083814622375,59.78243202646183,54.97198772970423,28.900466964346368,78.78752889743859,65.96227600677027,81.01860075396158,63.60330615535201
1997-02-14,83.83254306437723,119.97129404087215,76.91140987691479,94.36325094161671,70.0709495365359,76.8741253021469,75.9370641667325,59.82259579759293,54.99506043672129,29.02168642038232,78.72991304652267,65.51536625523428,81.03933398947528,63.68256667945619
1997-02-15,83.83576102618406,119.97623190466304,76.9069729998949,94.37842997163254,70.06605162550187,76.90934703465089,75.97015102664884,59.86495230250448,54.98752360922124,29.03587404229475,78.72593779532625,65.5104604983254,81.03464649905195,63.71632881752526
1997-02-16,83.83897911151426,119.98116997169004,76.90253637883025,94.39361144330815,70.06115405682843,76.94458490484014,76.00325230298107,59.90733879731341,54.97998781460976,29.05006860000729,78.72196274484926,65.50555510875706,81.02995927976322,63.750108855029396
1997-02-17,83.64292539870318,120.04331531178221,76.79003315717793,94.40879535703625,70.05710165535338,77.0838657294601,76.03636800201066,59.95047825143873,55.003080934213244,29.008215574062152,78.5130826219072,64.70428959912789,80.38722657096349,63.71266533829258
1997-02-18,83.69215794929295,120.00248423781119,76.50831722122169,94.50920704118961,70.05473913195493,76.83242162559858,76.17200615669893,59.99509578650192,55.00626936031366,29.10191002595084,77.76729195795298,64.98475420191018,80.60282340610297,63.743595576004175
1997-02-19,83.64055243100306,119.88172526525521,76.55468052503848,94.87263934655695,70.03548407047967,76.96631166133075,76.11971563613766,60.0252683824205,55.02172698176639,29.12200350671007,78.28744648640034,64.56812402105784,80.43356884690662,63.76314705042501
1997-02-20,83.77602689896625,119.8980761322968,76.39252155719316,95.22721700853128,70.02974427586982,77.38407491022487,76.1528820798995,60.067044146334815,55.04487353724746,29.37297582028591,78.23934258412058,64.62428015461099,80.72509031962905,63.791253463247436
1997-02-21,83.86588177309383,119.85735538577615,76.21423756321425,94.74295099448145,70.02316069899837,77.33471703833672,76.1007004392071,60.10812427548933,55.00664705109383,29.450747305613184,78.61416090163307,65.32024537375638,81.06210666540662,63.87071349884785
1997-02-22,83.86910101462674,119.86228855999889,76.20984090477603,94.7581911020719,70.01826612837111,77.37014980204087,76.13385859777691,60.1506829446202,54.99910863570002,29.46514467941698,78.610191495024,65.31535422739867,81.05741785776246,63.90457538539166
1997-02-23,83.87232037973213,119.8672219372647,76.20544449997287,94.77343366114687,70.01337189987096,77.40559880011935,76.16703120382849,60.1932717467878,54.991571253412374,29.47954909156076,78.60622228883925,65.31046344728749,81.05272932132907,63.938455224253474
1997-02-24,84.11721447795006,119.90639818246038,76.20664396109369,94.99486552600982,70.0110103320016,77.54600450234756,76.20021826365677,60.23806953175483,54.98403490408933,29.695866321713886,79.29688262453914,65.84903756826755,81.65289844174751,63.909514619515015
1997-02-25,84.00796201623285,119.86567895550873,76.25264234940661,95.11359296398182,70.00442849597657,77.52650461190564,76.14809978380168,60.27926660843529,54.98109731001243,29.705512770780686,79.32656966692386,65.461423128429,81.32138458902479,63.94054220613569
1997-02-26,83.79077767162083,119.790797549147,75.96912991124053,95.27873827611657,69.99278406191179,77.26309657897227,76.18127859494074,60.31612864396039,55.01497085431095,29.70420802882657,79.308307664394,64.85343985043512,80.6914720576532,63.96301812584159
1997-02-27,83.78989424682271,119.85273013847628,75.95918628372277,95.31716336062922,69.98789161459052,76.83456735720144,76.12926842839295,60.35883458751052,54.97675658394415,30.006353706640557,78.97397076563095,64.72580589486805,80.65225091138102,63.97408310186538
