indice_tiempo,ipc_alimentos_bebidas_no_alcoholicas_nacional,ipc_bebidas_alcoholicas_tabaco_nacional,ipc_prendas_vestir_calzado_nacional,ipc_vivienda_agua_electricidad_combustibles_nacional,ipc_equipamiento_mantenimientos_hogar_nacional,ipc_salud_nacional,ipc_transporte_nacional,ipc_comunicaciones_nacional,ipc_recreacion_cultura_nacional,ipc_educacion_nacional,ipc_restaurantes_hoteles_nacional,ipc_bienes_servicios_varios_nacional,ipc_alimentos_bebidas_no_alcoholicas_gba,ipc_bebidas_alcoholicas_tabaco_gba,ipc_prendas_vestir_calzado_gba,ipc_vivienda_agua_electricidad_combustibles_gba,ipc_equipamiento_mantenimientos_hogar_gba,ipc_salud_gba,ipc_transporte_gba,ipc_comunicaciones_gba,ipc_recreacion_cultura_gba,ipc_educacion_gba,ipc_restaurantes_hoteles_gba,ipc_bienes_servicios_varios_gba,ipc_alimentos_bebidas_no_alcoholicas_pampeana,ipc_bebidas_alcoholicas_tabaco_pampeana,ipc_prendas_vestir_calzado_pampeana,ipc_vivienda_agua_electricidad_combustibles_pampeana,ipc_equipamiento_mantenimientos_hogar_pampeana,ipc_salud_pampeana,ipc_transporte_pampeana,ipc_comunicaciones_pampeana,ipc_recreacion_cultura_pampeana,ipc_educacion_pampeana,ipc_restaurantes_hoteles_pampeana,ipc_bienes_servicios_varios_pampeana,ipc_alimentos_bebidas_no_alcoholicas_nea,ipc_bebidas_alcoholicas_tabaco_nea,ipc_prendas_vestir_calzado_nea,ipc_vivienda_agua_electricidad_combustibles_nea,ipc_equipamiento_mantenimientos_hogar_nea,ipc_salud_nea,ipc_transporte_nea,ipc_comunicaciones_nea,ipc_recreacion_cultura_nea,ipc_educacion_nea,ipc_restaurantes_hoteles_nea,ipc_bienes_servicios_varios_nea,ipc_alimentos_bebidas_no_alcoholicas_noa,ipc_bebidas_alcoholicas_tabaco_noa,ipc_prendas_vestir_calzado_noa,ipc_vivienda_agua_electricidad_combustibles_noa,ipc_equipamiento_mantenimientos_hogar_noa,ipc_salud_noa,ipc_transporte_noa,ipc_comunicaciones_noa,ipc_recreacion_cultura_noa,ipc_educacion_noa,ipc_restaurantes_hoteles_noa,ipc_bienes_servicios_varios_noa,ipc_alimentos_bebidas_no_alcoholicas_cuyo,ipc_bebidas_alcoholicas_tabaco_cuyo,ipc_prendas_vestir_calzado_cuyo,ipc_vivienda_agua_electricidad_combustibles_cuyo,ipc_equipamiento_mantenimientos_hogar_cuyo,ipc_salud_cuyo,ipc_transporte_cuyo,ipc_comunicaciones_cuyo,ipc_recreacion_cultura_cuyo,ipc_educacion_cuyo,ipc_restaurantes_hoteles_cuyo,ipc_bienes_servicios_varios_cuyo,ipc_alimentos_bebidas_no_alcoholicas_patagonia,ipc_bebidas_alcoholicas_tabaco_patagonia,ipc_prendas_vestir_calzado_patagonia,ipc_vivienda_agua_electricidad_combustibles_patagonia,ipc_equipamiento_mantenimientos_hogar_patagonia,ipc_salud_patagonia,ipc_transporte_patagonia,ipc_comunicaciones_patagonia,ipc_recreacion_cultura_patagonia,ipc_educacion_patagonia,ipc_restaurantes_hoteles_patagonia,ipc_bienes_servicios_varios_patagonia
2016-12-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2017-01-01,101.3024,100.925,99.0066,101.4784,100.8773,102.3501,102.0755,103.0516,103.1906,100.7952,103.1002,101.9345,101.3069,100.5008,97.8719,99.9812,100.8651,101.3559,101.7583,103.8174,103.243,100.4869,103.2868,102.117,101.3185,101.3123,99.6481,102.225,100.8374,103.1538,102.4339,102.0782,103.5814,100.3682,103.1259,101.5745,101.7326,100.7754,100.2847,101.394,101.4132,102.5966,100.3463,102.7252,103.633,101.6601,104.2939,102.0562,101.0322,101.3444,100.483,101.5904,100.4121,102.7132,102.928,104.1098,103.4112,100.5123,102.48,102.0385,101.4532,101.3446,99.8901,102.9333,101.2098,103.1395,102.6271,102.7973,101.494,100.0,101.8587,102.0274,100.9464,101.1901,100.9137,110.3184,101.0684,104.7253,102.4768,101.6649,100.9612,106.9917,102.2654,102.4839
2017-02-01,103.1605,105.2395,98.8523,107.0014,101.3278,105.0852,103.9957,107.2514,103.7961,103.9808,104.8886,103.7951,103.1646,105.4806,97.4253,108.4042,101.2178,104.6961,103.5441,108.0484,103.3096,104.936,105.1373,104.1416,103.0905,105.2329,99.9319,104.5783,101.5404,105.4773,104.4485,106.7706,104.5173,102.0178,104.4851,103.518,103.3712,104.2784,100.4291,103.9854,101.7747,105.2343,101.2812,107.0976,105.6846,109.7825,108.3164,103.2166,103.8789,105.4591,100.4131,107.6923,100.6545,104.0851,105.5673,107.0784,103.4842,102.8592,103.3877,103.5259,103.2726,103.6784,97.6569,106.7382,101.4084,105.4921,105.0294,105.0927,103.0695,102.6468,103.7947,103.145,102.2499,105.356,102.3756,112.0198,101.2819,107.0073,104.4111,105.7368,102.5319,106.687,105.6675,104.2815
2017-03-01,106.0143,107.2901,102.255,110.8463,102.1787,107.1422,105.2177,110.6933,105.5114,115.3409,105.9567,105.6633,106.7878,107.1121,102.0665,110.7756,102.1399,106.6572,104.5685,110.6652,104.8017,111.9338,106.1813,105.5869,105.4796,107.7278,102.397,107.7477,102.0686,107.4786,105.7104,110.9914,106.5045,114.7719,105.6069,105.8309,105.0298,106.3092,103.2313,113.2471,103.1742,107.6407,102.3716,110.7662,105.7406,123.958,110.4746,104.5375,105.9988,107.1161,102.2209,121.3727,102.0194,107.044,106.4422,113.163,105.1461,130.753,105.0341,105.685,105.6107,107.6177,99.9659,111.8642,102.4367,107.5537,107.7578,108.0971,105.7508,112.7186,104.0537,105.5914,103.9781,106.5579,104.7865,115.3729,102.3074,108.7254,106.3107,107.843,105.026,123.3177,105.4631,106.397
2017-04-01,108.3515,109.8338,106.8806,117.4108,103.3147,109.052,105.8674,118.2686,108.2881,118.6783,107.9795,107.5442,109.2144,109.5812,107.2381,115.889,103.1802,108.1913,105.0876,118.2386,108.3531,116.2786,108.3494,107.5817,107.6223,110.2615,107.7653,115.7988,103.234,109.6556,106.4751,118.1294,108.1603,116.8585,107.5143,107.5104,107.9352,109.4168,103.2573,116.5835,104.9504,110.3274,102.8986,120.0581,109.1455,125.2085,110.876,107.7262,108.3813,109.2687,105.8574,131.8395,103.1266,109.2143,106.9891,120.6617,107.7095,131.7883,107.1572,106.9473,108.662,110.4164,103.6297,122.532,103.4704,109.9679,108.5852,117.3494,108.008,123.0399,106.7437,106.9862,105.4772,109.665,105.76,119.3459,103.6556,110.6841,107.5492,115.2587,108.9559,123.6835,107.6891,108.838
2017-05-01,109.7631,111.7182,108.726,119.5207,106.1577,110.7256,106.8575,118.6553,109.0808,120.69,109.5541,108.9336,110.3615,111.639,107.9072,118.0458,106.2886,109.7879,106.2149,118.1821,109.3191,118.5362,109.4833,109.0808,109.1784,111.9322,110.8815,117.1786,105.9881,111.3292,107.2349,119.2354,107.9732,119.0889,109.6488,108.5852,109.8801,111.5329,107.3624,117.776,106.8457,112.6649,104.8915,120.4868,109.7089,125.2085,114.1092,110.1254,109.5925,111.2548,107.8263,135.6425,106.0504,110.9083,108.233,120.8609,108.8826,133.0204,109.0168,108.1839,110.5564,111.7646,105.7716,126.0123,105.9601,111.5318,109.0421,117.3533,110.9068,125.9261,107.5511,109.1074,107.5956,111.7105,106.9611,123.2025,105.8478,112.5553,108.0742,115.391,112.5688,123.8872,107.9996,109.8555
2017-06-01,110.7483,112.4572,109.6911,121.6359,107.4904,112.3558,107.5925,120.1049,111.6195,121.8757,110.9475,110.3729,111.7923,112.1628,108.5621,120.9192,107.7485,111.1892,106.5466,120.4465,112.5701,119.4016,111.3293,110.1832,109.7297,112.7727,112.0058,118.5639,107.3324,113.0929,108.0181,120.1817,109.8691,121.308,110.8486,110.4629,111.3432,114.2932,107.6865,120.8334,107.4653,114.5041,106.5643,120.8067,112.3574,125.4614,114.7012,112.9007,110.239,111.5999,110.9264,136.4026,106.5386,112.6816,109.1964,121.8266,110.3471,133.4391,109.398,108.4948,111.1791,112.0463,105.7636,127.1536,107.3218,113.7365,111.879,117.0591,112.7822,125.956,108.7289,110.2463,107.9237,112.9921,108.3356,124.7449,107.8202,114.4315,108.9388,116.2683,115.3037,124.1271,109.1265,111.9854
2017-07-01,112.0115,115.794,108.3524,124.0879,110.0984,116.0848,109.9058,121.2281,115.609,122.8868,113.777,111.8348,113.1579,115.9318,106.5553,123.9173,110.4314,114.9895,108.0683,121.0689,116.1042,120.2404,114.0646,111.7819,111.0117,115.9517,110.8592,120.4739,110.0163,117.2026,111.0984,122.0774,115.2982,122.3166,114.3545,112.0335,112.1396,117.5087,107.3429,122.6814,109.8963,116.3472,110.6746,121.6829,114.8339,126.8147,114.911,113.985,111.3233,113.8749,110.601,138.6344,109.3629,116.0536,112.3778,121.6774,113.0802,135.338,111.2471,109.4154,112.524,114.6441,105.7652,128.3865,109.2936,117.285,112.9427,119.8053,115.2405,127.1536,111.3908,111.4859,108.7052,115.8682,108.0861,127.5967,109.7282,117.2278,112.1956,117.0195,118.2348,124.9513,112.1018,112.7634
2017-08-01,114.3467,117.3256,107.6769,126.7648,111.1513,119.0025,111.0994,123.052,116.3997,125.3185,114.5928,113.6021,115.6549,117.4477,105.6182,127.1644,111.5098,118.3191,109.2582,123.3833,116.1082,121.9879,115.0985,113.4518,113.4677,117.2003,110.16,122.5117,111.202,119.859,112.3391,123.1496,116.041,126.2009,114.7535,113.5919,113.6752,119.621,106.0912,125.24,110.2027,119.303,111.5878,122.6999,118.114,128.4191,114.8047,117.2701,112.7874,116.0454,110.3081,139.6986,110.1396,118.4669,113.7116,124.5091,116.6181,137.384,112.9072,111.4284,115.0058,116.9571,105.0935,131.3004,110.3561,119.5298,113.4674,121.3918,116.5243,128.5598,112.212,113.3637,110.5112,117.2341,110.2047,131.1214,110.7126,119.4044,113.9424,119.0533,119.7007,126.1421,113.6027,114.9677
2017-09-01,116.4048,118.1383,111.7682,129.2656,112.2879,121.8977,111.9943,124.3454,119.536,129.9791,116.2141,115.4941,117.8695,118.2786,111.8326,128.2415,112.5568,121.1943,110.258,124.5391,120.017,128.2949,116.4971,115.5821,115.1672,118.0307,112.9665,127.7062,112.4815,122.7381,112.9931,124.8701,118.8879,130.4372,116.7469,115.5247,115.5282,120.8207,108.3729,126.0757,111.002,121.3068,112.4219,123.532,119.7391,130.8278,115.1332,118.3978,115.8514,116.804,111.707,141.2223,111.3973,120.7606,114.5102,125.999,118.2457,139.22,114.7894,113.2292,117.1654,117.5981,107.9364,132.9221,111.9858,123.3663,114.6184,121.5069,119.604,129.2793,114.3078,113.6678,112.3235,117.6412,110.1829,133.0531,111.2591,123.4031,115.474,120.0112,121.4033,128.8272,114.9091,116.989
2017-10-01,118.1646,121.695,114.138,130.4139,113.0973,123.2121,113.4318,130.9342,121.032,131.0253,117.834,117.0803,119.695,122.1014,113.6026,128.9128,113.4367,122.1487,111.165,130.4597,120.605,129.2551,118.4669,117.3347,116.7037,121.4659,116.2626,129.1378,113.1813,124.2652,114.894,132.3484,121.2011,131.5242,118.1844,117.0075,117.3227,124.096,109.2453,127.2673,112.0223,122.9813,114.7539,129.6928,121.6468,133.2249,115.6492,119.5804,118.0512,120.004,115.1964,142.4805,112.4689,122.3932,115.9691,132.5952,120.1608,139.6695,117.2603,114.7045,119.1286,121.0022,110.3406,134.6046,112.3966,125.8797,116.8203,127.7813,122.6707,131.1752,113.5111,116.0149,114.195,120.4857,111.3727,136.4261,112.0466,124.5727,117.1844,127.3895,122.6976,129.2188,117.1003,117.4246
2017-11-01,119.5688,123.0467,115.6644,132.0294,114.1215,124.8225,116.8496,131.8833,121.8725,131.4832,119.9896,118.5168,120.909,123.4181,114.8528,130.1608,114.2362,123.5655,114.133,131.1853,120.7139,129.7823,120.4916,118.7033,118.319,122.9479,118.2047,130.8879,114.5049,126.1285,118.8746,133.3326,122.7223,131.9256,120.6172,118.7008,119.117,125.5617,111.6844,129.5474,112.8144,124.4777,118.3001,130.2373,121.8421,133.2249,117.6072,120.5569,119.1339,120.8879,116.9432,144.0943,113.6152,123.9231,119.1704,134.3713,123.0569,139.7915,118.1633,116.2012,120.7283,122.3994,110.2628,138.7605,113.631,127.5262,120.2882,129.5342,122.97,132.6018,117.3295,116.8118,115.737,121.7447,113.1277,137.5471,112.8317,126.4441,121.2482,128.5295,123.7168,129.28,118.6553,118.7065
2017-12-01,120.36,123.7178,116.6315,155.5929,117.436,127.7938,120.6253,134.1367,122.7547,131.4716,122.136,119.8176,121.5528,124.1072,115.6853,154.7145,117.6715,127.1571,117.4772,134.1889,121.4988,129.748,122.6855,119.6537,119.059,123.6549,119.1462,156.3938,117.9903,128.9645,122.863,135.3074,123.5623,131.9334,122.8606,120.2036,120.4544,126.1257,113.2348,142.9635,115.0816,125.7386,121.8522,130.9961,123.0341,133.36,119.8308,121.3574,120.5958,121.4554,117.8076,163.7299,116.4857,125.5999,122.9612,135.2912,124.7331,139.7306,118.6132,117.4346,121.4185,122.8733,111.7244,165.1175,116.5744,130.2173,125.0211,131.9562,123.6886,132.6405,119.8785,119.5664,116.9033,122.4634,114.6141,148.7892,115.8671,128.1483,127.0849,128.7291,124.5201,129.2407,121.7159,120.8962
2018-01-01,122.8752,126.558,115.7454,157.216,118.6538,130.037,123.2423,136.6524,127.0012,132.3079,125.7038,122.7189,124.7282,126.72,113.6271,152.2688,119.0239,129.5154,119.9686,136.6736,126.2139,129.8915,126.6387,123.6102,121.3325,126.8616,119.3271,160.0429,119.0718,131.1694,125.0926,137.9953,127.6349,133.4515,126.1637,122.4357,122.2391,128.6477,114.0396,150.8653,115.7603,127.9916,125.8222,134.3457,126.1201,135.1629,121.1752,122.9868,122.4465,124.366,117.4853,170.9317,118.1949,127.5567,125.4409,139.219,128.4646,140.5603,122.2644,119.4494,122.1729,125.5126,111.3325,168.0202,117.1258,132.2434,130.1204,132.6422,126.5053,134.8449,123.6989,120.7685,118.4986,125.2117,114.249,163.279,117.3558,130.1754,129.8992,129.3685,129.179,129.5386,125.4157,123.1726
2018-02-01,125.5566,128.7394,115.036,163.1754,120.7253,133.0853,128.7666,149.113,128.2519,134.8324,128.3425,124.8704,127.7802,128.8967,112.9568,159.7757,121.135,133.0564,125.3874,147.1762,126.5606,131.8309,128.916,125.3827,123.6952,128.9811,118.033,165.2768,121.165,134.027,130.8695,152.9115,129.7844,137.4766,128.549,125.1645,124.745,130.937,112.5759,156.3803,117.5562,130.8022,129.3279,146.6641,127.2774,138.1402,124.5937,125.2907,124.6618,126.9426,116.7573,174.9795,120.0469,129.6688,131.4907,154.765,129.8506,140.9524,125.1444,121.4153,124.8639,127.7143,113.2231,171.2547,119.4672,134.2943,136.5915,143.8904,128.8322,134.8449,129.9498,122.478,120.8223,127.1764,115.3175,164.2805,119.1917,132.4289,134.6826,139.867,131.1237,132.6279,128.1766,125.3071
2018-03-01,128.469,129.6226,120.0687,164.1018,126.1821,134.821,131.0603,153.2069,129.8108,153.4357,130.5949,127.1891,130.2899,129.7445,120.665,161.3686,126.9603,134.3951,127.0591,150.5486,128.1069,151.1936,130.7344,128.3929,126.885,129.9027,121.4585,163.5169,126.5696,135.8143,133.3014,157.7418,130.4765,151.88,130.4066,126.9762,127.8202,131.8207,113.4136,158.1823,121.6517,133.2952,134.3939,150.5669,129.8517,164.069,127.4808,126.0938,128.4881,127.5225,118.1545,178.9125,124.6761,131.9262,136.6204,159.8844,135.5034,169.1288,128.4243,123.0472,128.3797,128.9019,115.0064,172.4761,124.5471,136.7567,137.8387,148.6409,128.7396,148.6082,133.8828,124.5802,123.3872,128.2198,119.375,172.2264,124.5389,135.4428,136.6484,143.5597,133.9383,157.6961,133.493,127.5974
2018-04-01,129.9559,131.2858,124.9254,177.2462,127.7561,137.2231,136.3269,154.7928,132.3056,154.6926,133.5827,129.3332,131.3352,131.1986,124.603,172.2109,128.378,136.3736,133.7633,151.5764,130.8525,152.0724,133.5964,130.1922,128.5288,131.7559,127.8707,177.5987,128.1799,138.5342,137.4807,159.7317,132.5952,152.3955,134.0968,129.5735,130.156,133.9773,115.7987,174.4149,123.2459,135.8129,138.0523,154.3117,131.2139,164.9556,129.0431,128.0969,129.8796,129.0775,123.2706,199.3067,126.091,134.3024,140.0829,164.0095,139.4962,171.5843,130.6261,125.4644,130.6871,130.5132,119.4644,192.6066,125.9871,140.0968,142.3967,148.5419,131.4541,157.8711,135.7439,126.4113,126.3535,130.2582,124.3517,181.6787,127.7007,138.6275,140.1173,143.6053,135.4028,157.5463,136.3142,129.7781
2018-05-01,134.2019,133.4078,127.3628,175.9498,130.576,140.2549,138.9243,160.8721,135.6359,156.0746,136.7886,131.8763,136.169,133.0263,126.7286,170.0052,131.3665,139.4698,136.4371,157.0028,133.4245,152.5495,136.359,132.2034,132.2808,133.9158,130.9079,175.9514,130.806,141.2139,139.6625,167.5772,137.2793,155.4438,138.4391,132.6791,134.6723,137.3547,118.8979,176.355,125.3505,139.2183,140.3248,158.7191,134.9106,165.3649,132.6337,130.6259,133.6202,131.3504,126.7907,202.7461,128.5875,138.2753,143.1119,169.8319,140.453,172.2076,132.4006,128.1681,134.4059,133.1407,119.8026,192.1193,129.6516,142.2541,145.518,152.3378,134.717,158.4645,137.7982,129.5548,129.6518,132.9564,125.4955,181.6514,130.5858,142.8435,144.1365,147.6632,139.329,158.6671,138.3012,132.3564
2018-06-01,141.151,134.6168,129.8016,180.6206,135.829,146.2916,147.1719,161.4822,140.1805,157.9789,140.423,136.0669,142.6321,134.4741,129.4344,176.5691,136.5173,146.1936,145.3092,157.3577,138.5918,154.778,140.6163,135.9377,140.004,134.8406,133.5153,178.9518,136.3065,146.6442,147.8952,168.2496,141.4559,157.6552,141.3371,137.1062,140.0188,138.7759,120.5296,179.7354,129.7316,146.7479,146.6386,159.8092,137.1451,166.1356,136.1575,135.1353,140.8608,132.5093,128.8026,206.5979,132.978,142.526,149.8176,170.7499,142.8296,173.216,135.7591,132.4473,142.5023,134.3355,120.6733,195.2993,135.44,147.5675,151.9012,153.1673,139.9474,159.464,142.0747,134.6179,135.4639,133.8452,127.315,182.4656,136.551,148.4642,152.3795,149.1522,145.4526,158.7554,141.3167,137.783
2018-07-01,146.7848,138.1218,129.6084,182.4306,141.5414,150.399,154.8231,162.4498,147.2814,160.7826,144.436,141.4245,148.2702,138.0029,128.5779,176.5774,142.4208,149.7694,151.5932,158.0181,145.2476,158.2487,144.8046,141.7807,145.5552,138.134,133.0314,182.821,141.9281,151.367,156.527,169.1785,149.83,159.9452,144.7343,142.2893,145.3461,142.7192,122.1503,182.4848,134.442,150.924,158.0892,161.5288,141.8834,167.5365,139.4626,140.7472,146.8812,136.26,130.7871,208.6886,138.6219,147.5126,157.565,172.4652,148.015,176.4408,141.6122,137.3584,148.5976,138.0368,123.9204,198.1353,140.6677,151.8435,160.566,155.1623,147.2062,161.1032,148.0265,138.5137,140.8969,137.686,126.7048,185.9403,142.7558,151.7314,161.9744,150.4334,152.5269,160.7528,143.9418,141.7763
2018-08-01,152.6743,139.9915,130.051,193.6678,145.9741,156.5273,161.083,182.6004,152.1489,163.8623,147.9425,148.3437,153.4382,139.4902,129.5497,191.835,146.89,157.345,156.6031,182.2124,147.2747,161.3912,148.3622,149.6257,151.7748,140.4019,132.7228,188.6791,146.0566,156.5533,163.9694,187.5521,159.1987,163.4399,148.162,148.8978,152.0884,145.3045,123.1921,192.8235,138.6768,155.4327,165.6958,175.6737,144.7698,169.9057,144.8913,147.3871,154.6288,138.154,130.5862,221.8472,143.0701,151.8923,164.7258,187.4043,152.724,179.7461,145.0923,141.859,154.9999,139.7275,123.3924,210.2986,145.0621,156.379,166.3646,169.1194,150.852,163.1951,149.4386,143.3848,147.1334,139.7977,129.0016,190.7651,149.2867,156.336,170.3602,164.3885,155.0644,161.773,148.0441,148.3679
2018-09-01,163.3911,146.1856,142.776,198.1079,160.1563,163.6215,177.8431,186.4637,162.4851,166.5346,156.4246,160.1018,164.5645,145.5596,146.5657,193.24,161.5882,164.1223,173.2611,184.712,159.1452,165.0215,157.6511,160.8222,161.948,146.7117,142.2806,195.1555,160.174,163.7395,181.3792,193.4102,167.697,165.7987,155.0753,161.3901,162.909,152.2189,134.4209,204.4885,151.6346,165.3278,183.3163,179.7385,154.8696,170.52,154.3553,158.2312,164.2676,144.3008,138.298,227.8709,156.7015,158.6412,177.6333,193.1104,163.0662,181.3743,155.5604,154.2717,167.8127,145.9448,133.5995,215.5648,158.9075,163.5893,181.2983,171.874,161.8549,163.5566,159.5595,156.0776,157.1099,145.6936,134.8023,202.4343,161.4542,163.4901,190.5553,165.2684,163.6524,163.5234,154.6773,158.9233
2018-10-01,173.0007,149.5775,149.9773,215.507,167.0385,172.5763,191.3913,187.8155,166.9487,170.0009,161.2576,170.0438,174.56,149.2238,153.6809,206.9187,167.8866,173.6915,185.6149,185.1122,162.6265,169.7671,161.7351,170.4386,171.2505,150.0031,149.8879,218.0387,167.0118,172.674,196.1236,195.6938,172.0563,168.1978,161.0543,171.9833,172.2949,155.2388,140.3176,209.1222,161.9696,172.832,196.3142,181.4012,162.8641,170.8742,158.1967,166.5727,173.28,147.8654,146.3604,244.4193,164.1919,165.7829,192.0253,195.9535,170.2379,181.6726,161.1613,163.5088,177.5769,148.6378,140.163,242.5578,166.6301,172.2539,195.9404,172.5153,165.6811,172.2686,162.0631,166.0309,166.211,148.0798,140.5762,222.3365,168.9205,170.8997,205.6491,167.362,171.4655,164.2507,160.5205,169.9279
2018-11-01,178.8975,156.5108,153.444,220.0981,172.9721,182.333,196.5066,193.5208,171.6321,171.9664,165.4071,177.5239,180.0567,156.5632,156.2891,208.9736,173.9992,179.6549,191.1071,193.5709,169.4774,171.616,166.2958,176.4477,177.6179,156.322,153.9065,224.9244,172.4492,184.5928,200.7638,198.4437,173.7831,169.9212,165.156,179.9777,177.6708,161.3845,141.9929,211.4944,168.5075,186.2175,201.8416,184.9453,168.0632,170.9691,161.9729,176.0116,178.2957,155.4065,150.4737,250.5666,169.2621,180.5965,197.2996,200.2283,174.4732,187.1826,165.0404,172.3096,183.2772,155.4498,145.9065,250.7215,172.878,188.4368,200.6144,178.8212,171.4417,174.7515,163.5131,176.1889,174.5048,155.6366,146.6829,233.0847,177.113,184.3437,210.2431,171.2789,176.0567,164.7983,164.9491,180.8183
2018-12-01,181.9359,158.6722,155.1797,226.6993,176.1826,191.9052,201.2271,208.333,176.0803,173.7237,169.794,183.608,182.9765,158.6651,156.8619,218.8376,176.638,190.5132,197.0384,206.5853,173.7047,175.1903,170.1262,182.4813,180.6976,158.4377,156.5489,228.7319,176.2287,193.375,202.7961,215.7786,178.1554,169.9419,170.0824,185.6412,181.7402,163.7105,145.4163,213.6807,170.3138,193.114,208.2355,198.6506,173.689,172.9721,164.0146,183.9738,181.8631,157.4922,151.8788,253.9186,172.3881,187.5983,203.0743,215.1189,179.6701,187.5955,169.4739,177.6564,184.8872,158.2336,149.7356,254.8493,177.6481,196.2615,208.5803,194.6626,176.5207,175.2663,169.6335,181.5474,178.1426,157.9512,149.5705,237.1545,181.3766,195.4105,215.4542,185.0678,180.1208,164.7983,170.956,190.6629
2019-01-01,188.0357,164.1486,154.3105,233.7201,180.8936,197.4877,206.205,223.7092,182.2543,174.7196,176.1325,190.2864,189.9154,164.645,155.5131,221.858,181.3132,194.6462,203.4532,223.5279,179.1848,175.7777,175.7302,189.548,186.1421,163.5375,154.9885,238.3402,180.9627,199.4815,207.2756,229.8671,184.9407,170.1393,176.2224,191.3205,187.5026,167.4859,148.2591,227.9795,174.6751,201.6024,210.2213,215.2833,179.9331,181.1374,170.8238,191.7343,187.7361,162.9281,152.4122,268.711,177.4474,196.0894,204.4993,228.6639,185.4879,187.5955,177.7211,185.7186,190.028,163.1306,149.0438,261.5128,182.2216,204.4372,213.037,208.7144,183.9478,176.3857,180.8578,188.9738,182.7419,163.7076,152.4902,249.7567,186.2452,201.4854,217.9837,197.5211,187.4733,170.1785,176.8615,196.9325
2019-02-01,198.7818,168.0165,155.7973,248.6768,185.932,203.7521,210.7001,226.1415,186.2753,177.646,182.5376,196.1795,200.3367,168.4551,157.0732,237.6627,185.7125,201.7245,208.7417,226.7862,183.6484,179.2309,182.0486,193.9828,197.4047,167.3245,155.9874,249.88,186.4363,205.4574,210.7256,231.429,188.1233,173.2993,183.1999,198.6115,197.3512,171.9577,151.9303,251.0842,181.0133,205.93,218.0122,218.132,184.6412,181.1374,178.2145,200.9251,200.6078,166.9429,154.454,288.5078,182.3949,200.7878,206.5831,230.3913,190.3606,190.8899,182.1958,192.5416,201.9767,167.3738,150.0854,277.7451,188.1974,210.3003,216.7725,211.1789,189.5824,176.3857,186.6597,191.7177,189.2477,167.5029,154.3204,264.3265,191.9638,206.4482,223.3591,198.8516,189.5296,171.7439,182.4352,205.298
2019-03-01,210.628,174.827,166.0308,255.6783,192.9944,210.369,219.4872,236.0623,189.9687,209.4616,190.4396,202.2281,212.0319,175.4443,170.2354,246.3054,193.4887,207.4407,217.7008,236.2025,185.2328,210.87,189.6348,200.4224,208.9961,174.0212,164.9488,255.3276,193.2714,212.0874,219.1139,241.8571,194.7118,200.8748,190.9719,204.0069,209.7241,177.2575,159.4717,263.599,186.5708,213.5318,228.1952,228.766,189.1737,221.7091,187.0104,207.7378,213.0339,173.9572,159.0908,295.416,188.8111,211.1458,216.2516,239.9043,193.2556,239.1842,189.4298,198.8668,215.7301,173.8673,155.2078,277.7588,194.9874,218.8183,224.8528,221.8008,192.4184,201.5515,199.6135,198.0625,200.9528,174.9426,162.1748,267.694,196.6706,213.3061,231.4402,209.1658,193.4662,209.4922,188.718,210.8663
2019-04-01,215.9985,176.6323,176.3303,263.2012,201.8547,217.7389,229.0584,244.3102,195.9999,212.6984,198.2112,208.235,216.2942,177.3908,180.8128,254.7437,202.1052,213.8031,226.1383,243.883,191.4187,213.02,197.2612,205.7455,215.043,175.8127,176.4177,262.9299,202.1858,220.217,230.0953,249.5756,199.3979,203.6021,199.0967,210.6962,217.3242,178.7798,166.1058,267.7968,196.1482,222.6283,235.3132,236.423,195.3075,232.6246,198.3279,212.1494,218.3462,175.0885,167.4764,304.5467,198.6893,219.6788,227.0772,254.6569,202.1036,242.6714,197.8794,206.1925,222.2396,175.6661,163.7047,280.8936,203.4019,227.3139,235.3221,230.2711,198.5426,213.7357,203.9728,204.4122,208.5937,176.7706,169.7424,270.5053,205.7215,220.3908,241.7669,217.3602,203.5474,209.8293,194.4282,217.6734
