indice_tiempo,nivel_general,alimentos_bebidas,indumentaria,vivienda_servicios_basicos,equipamiento_mantenimiento_hogar,atencion_medica_salud,transporte_comunicaciones,esparcimiento,educacion,bienes_servicios_varios
2006-04-01,176.58,201.69,208.77,143.64,175.61,164.81,150.32,189.24,146.43,188.43
2006-05-01,177.41,201.05,213.21,146.79,176.95,166.09,151.14,188.51,148.29,189.07
2006-06-01,178.27,202.14,213.68,147.97,178.17,166.48,151.65,189.33,148.58,190.32
2006-07-01,179.37,202.17,207.66,151.65,179.07,166.73,152.18,195.12,154.5,190.57
2006-08-01,180.38,203.71,205.92,152.53,179.98,169.09,152.79,193.49,158.98,191.87
2006-09-01,182.0,205.34,217.7,153.22,180.7,169.26,153.68,194.85,160.05,192.73
2006-10-01,183.56,207.94,221.77,153.66,182.49,169.84,154.33,196.92,159.51,193.55
2006-11-01,184.86,210.77,222.83,154.1,183.32,170.79,155.06,197.01,159.31,194.19
2006-12-01,186.67,214.52,223.45,154.71,184.67,171.23,155.55,200.86,158.54,194.45
2007-01-01,188.81,218.58,217.9,155.86,186.06,173.78,156.66,204.52,158.98,197.57
2007-02-01,189.38,220.2,214.81,156.75,188.5,172.79,157.33,202.94,159.48,198.76
2007-03-01,190.83,222.73,224.45,157.94,190.59,174.01,158.11,196.74,161.96,199.89
2007-04-01,192.25,224.23,230.08,159.98,191.92,175.65,158.69,195.03,165.52,200.99
2007-05-01,193.05,224.55,233.92,160.84,192.58,176.52,159.59,195.54,166.42,201.7
2007-06-01,193.9,225.05,234.15,161.6,194.15,177.1,160.31,196.94,167.44,204.86
2007-07-01,194.87,226.05,226.67,162.57,196.35,178.0,162.04,198.78,171.05,206.53
2007-08-01,196.01,228.85,220.71,164.19,196.4,180.4,163.23,196.48,173.87,206.67
2007-09-01,197.58,230.55,221.16,165.62,199.84,181.5,164.79,197.6,174.81,208.89
2007-10-01,198.93,231.78,221.98,166.85,202.28,182.27,166.51,199.0,176.19,210.18
2007-11-01,200.63,231.96,225.06,168.3,203.45,184.03,171.08,200.76,176.82,212.26
2007-12-01,202.49,232.97,227.01,169.69,200.4,190.56,172.32,205.52,177.11,216.26
2008-01-01,204.37,234.5,222.28,171.95,201.06,192.97,175.61,210.57,178.09,217.2
2008-02-01,205.33,237.16,216.23,173.58,202.5,193.8,175.1,210.79,179.63,218.4
2008-03-01,207.65,239.85,216.73,174.79,204.08,195.4,176.27,213.21,193.26,219.74
2008-04-01,209.37,241.61,220.2,177.23,204.29,196.54,177.96,214.92,193.72,221.98
