,LOCATION,INDICATOR,SUBJECT_x,MEASURE_x,FREQUENCY,TIME,Value_x,Flag Codes_x,monetary_diff,SUBJECT_y,MEASURE_y,Value_y,Flag Codes_y,CPI
0,AUS,M1,TOT,IDX2015,A,1962,0.5005404,,0.018420890701330038,TOT,AGRWTH,-0.3194888,,-0.3194888
1,AUS,M3,TOT,IDX2015,A,1962,0.4458183,,0.06846219637013551,TOT,AGRWTH,-0.3194888,,-0.3194888
2,AUS,M1,TOT,IDX2015,A,1963,0.5179597,,0.033630608713380646,TOT,AGRWTH,0.6410257,,0.6410257
3,AUS,M3,TOT,IDX2015,A,1963,0.4845302,,0.07989574230873539,TOT,AGRWTH,0.6410257,,0.6410257
4,AUS,M1,TOT,IDX2015,A,1964,0.5574105,,0.0707751289220422,TOT,AGRWTH,2.866242,,2.866242
5,AUS,M3,TOT,IDX2015,A,1964,0.541824,,0.10574245511457586,TOT,AGRWTH,2.866242,,2.866242
6,AUS,M1,TOT,IDX2015,A,1965,0.5609266,,0.006268378072995686,TOT,AGRWTH,3.405573,,3.405573
7,AUS,M3,TOT,IDX2015,A,1965,0.5854482,,0.07451419271593969,TOT,AGRWTH,3.405573,,3.405573
8,AUS,M1,TOT,IDX2015,A,1966,0.572002,,0.019362519711469465,TOT,AGRWTH,3.293413,,3.293413
9,AUS,M3,TOT,IDX2015,A,1966,0.6215008,,0.05800893578898047,TOT,AGRWTH,3.293413,,3.293413
10,AUS,M1,TOT,IDX2015,A,1967,0.611172,,0.06408997794401582,TOT,AGRWTH,3.478261,,3.478261
11,AUS,M3,TOT,IDX2015,A,1967,0.6723976,,0.07569449980190303,TOT,AGRWTH,3.478261,,3.478261
12,AUS,M1,TOT,IDX2015,A,1968,0.6546033,,0.06634751153866769,TOT,AGRWTH,2.521008,,2.521008
13,AUS,M3,TOT,IDX2015,A,1968,0.7253956,,0.07306082363885305,TOT,AGRWTH,2.521008,,2.521008
14,AUS,M1,TOT,IDX2015,A,1969,0.7069017,,0.07398256362942679,TOT,AGRWTH,3.278688,,3.278688
15,AUS,M3,TOT,IDX2015,A,1969,0.7912346,,0.08321046627637363,TOT,AGRWTH,3.278688,,3.278688
16,AUS,M1,TOT,IDX2015,A,1970,0.7509555,,0.05866366249398271,TOT,AGRWTH,3.439153,,3.439153
17,AUS,M3,TOT,IDX2015,A,1970,0.8421313,,0.060437962583744384,TOT,AGRWTH,3.439153,,3.439153
18,AUS,M1,TOT,IDX2015,A,1971,0.787248,,0.04610046643497342,TOT,AGRWTH,6.138107,,6.138107
19,AUS,M3,TOT,IDX2015,A,1971,0.9002657,,0.06457471388724453,TOT,AGRWTH,6.138107,,6.138107
20,AUS,M1,TOT,IDX2015,A,1972,0.8714138,,0.09658534211875008,TOT,AGRWTH,6.024096,,6.024096
21,AUS,M3,TOT,IDX2015,A,1972,1.013499,,0.11172512257042186,TOT,AGRWTH,6.024096,,6.024096
22,AUS,M1,TOT,IDX2015,A,1973,1.072712,,0.18765353608424262,TOT,AGRWTH,9.090909,,9.090909
23,AUS,M3,TOT,IDX2015,A,1973,1.251874,,0.19041453053582072,TOT,AGRWTH,9.090909,,9.090909
24,AUS,M1,TOT,IDX2015,A,1974,1.118157,,0.0406427719899799,TOT,AGRWTH,15.41667,,15.41667
25,AUS,M3,TOT,IDX2015,A,1974,1.407599,,0.11063165006511096,TOT,AGRWTH,15.41667,,15.41667
26,AUS,M1,TOT,IDX2015,A,1975,1.304893,,0.1431044537751371,TOT,AGRWTH,15.16245,,15.16245
27,AUS,M3,TOT,IDX2015,A,1975,1.634066,,0.13859109729961946,TOT,AGRWTH,15.16245,,15.16245
28,AUS,M1,TOT,IDX2015,A,1976,1.497249,,0.12847295272863762,TOT,AGRWTH,13.32288,,13.32288
29,AUS,M3,TOT,IDX2015,A,1976,1.978437,,0.17406215108188938,TOT,AGRWTH,13.32288,,13.32288
30,AUS,M1,TOT,IDX2015,A,1977,1.624,,0.07804864532019708,TOT,AGRWTH,12.30982,,12.30982
31,AUS,M3,TOT,IDX2015,A,1977,2.388179,,0.17157089146165344,TOT,AGRWTH,12.30982,,12.30982
32,AUS,M1,TOT,IDX2015,A,1978,1.762329,,0.07849215441611636,TOT,AGRWTH,8.004926,,8.004926
33,AUS,M3,TOT,IDX2015,A,1978,2.633324,,0.09309336792586098,TOT,AGRWTH,8.004926,,8.004926
34,AUS,M1,TOT,IDX2015,A,1979,2.043254,,0.1374890248593665,TOT,AGRWTH,9.122006,,9.122006
35,AUS,M3,TOT,IDX2015,A,1979,2.97676,,0.11537241833402763,TOT,AGRWTH,9.122006,,9.122006
36,AUS,M1,TOT,IDX2015,A,1980,2.338194,,0.1261400893167975,TOT,AGRWTH,10.13584,,10.13584
37,AUS,M3,TOT,IDX2015,A,1980,3.388137,,0.12141687304852192,TOT,AGRWTH,10.13584,,10.13584
38,AUS,M1,TOT,IDX2015,A,1981,2.581946,,0.09440631213820884,TOT,AGRWTH,9.487666,,9.487666
39,AUS,M3,TOT,IDX2015,A,1981,3.814923,,0.11187276912273195,TOT,AGRWTH,9.487666,,9.487666
40,AUS,M1,TOT,IDX2015,A,1982,2.638619,,0.02147828087344174,TOT,AGRWTH,11.35182,,11.35182
41,AUS,M3,TOT,IDX2015,A,1982,4.243576,,0.1010122123416666,TOT,AGRWTH,11.35182,,11.35182
42,AUS,M1,TOT,IDX2015,A,1983,2.799495,,0.05746607870348046,TOT,AGRWTH,10.03891,,10.03891
43,AUS,M3,TOT,IDX2015,A,1983,4.7913,,0.11431636507837115,TOT,AGRWTH,10.03891,,10.03891
44,AUS,M1,TOT,IDX2015,A,1984,3.101748,,0.09744602075990709,TOT,AGRWTH,3.960396,,3.960396
45,AUS,M3,TOT,IDX2015,A,1984,5.442685,,0.1196808193015029,TOT,AGRWTH,3.960396,,3.960396
46,AUS,M1,TOT,IDX2015,A,1985,3.443002,,0.09911524884388674,TOT,AGRWTH,6.734694,,6.734694
47,AUS,M3,TOT,IDX2015,A,1985,6.306996,,0.13704004251786425,TOT,AGRWTH,6.734694,,6.734694
48,AUS,M1,TOT,IDX2015,A,1986,3.701379,,0.06980560488401763,TOT,AGRWTH,9.05035,,9.05035
49,AUS,M3,TOT,IDX2015,A,1986,6.996904,,0.0986018959242545,TOT,AGRWTH,9.05035,,9.05035
50,AUS,M1,TOT,IDX2015,A,1987,4.353416,,0.14977594606166741,TOT,AGRWTH,8.533022,,8.533022
51,AUS,M3,TOT,IDX2015,A,1987,7.732573,,0.09513896603368639,TOT,AGRWTH,8.533022,,8.533022
52,AUS,M1,TOT,IDX2015,A,1988,5.154143,,0.1553559922571027,TOT,AGRWTH,7.21594,,7.21594
53,AUS,M3,TOT,IDX2015,A,1988,8.729262,,0.1141779224864599,TOT,AGRWTH,7.21594,,7.21594
54,AUS,M1,TOT,IDX2015,A,1989,5.946947,,0.13331277376442055,TOT,AGRWTH,7.533903,,7.533903
55,AUS,M3,TOT,IDX2015,A,1989,10.70116,,0.18426955582385457,TOT,AGRWTH,7.533903,,7.533903
56,AUS,M1,TOT,IDX2015,A,1990,6.173028,,0.03662400364942466,TOT,AGRWTH,7.333022,,7.333022
57,AUS,M3,TOT,IDX2015,A,1990,12.12207,,0.11721677898246759,TOT,AGRWTH,7.333022,,7.333022
58,AUS,M1,TOT,IDX2015,A,1991,6.69222,,0.07758143037736348,TOT,AGRWTH,3.176675,,3.176675
59,AUS,M3,TOT,IDX2015,A,1991,12.77976,,0.05146340776352598,TOT,AGRWTH,3.176675,,3.176675
60,AUS,M1,TOT,IDX2015,A,1992,7.869544,,0.14960511053753564,TOT,AGRWTH,1.012231,,1.012231
61,AUS,M3,TOT,IDX2015,A,1992,13.20911,,0.03250408240979152,TOT,AGRWTH,1.012231,,1.012231
62,AUS,M1,TOT,IDX2015,A,1993,9.283916,,0.15234648827068226,TOT,AGRWTH,1.753653,,1.753653
63,AUS,M3,TOT,IDX2015,A,1993,13.93684,,0.05221628432270151,TOT,AGRWTH,1.753653,,1.753653
64,AUS,M1,TOT,IDX2015,A,1994,10.76106,,0.1372675182556366,TOT,AGRWTH,1.969635,,1.969635
65,AUS,M3,TOT,IDX2015,A,1994,15.00567,,0.07122840899473333,TOT,AGRWTH,1.969635,,1.969635
66,AUS,M1,TOT,IDX2015,A,1995,11.26075,,0.04437448660169165,TOT,AGRWTH,4.627767,,4.627767
67,AUS,M3,TOT,IDX2015,A,1995,16.26619,,0.077493254412988,TOT,AGRWTH,4.627767,,4.627767
68,AUS,M1,TOT,IDX2015,A,1996,12.62576,,0.10811309576611625,TOT,AGRWTH,2.615385,,2.615385
69,AUS,M3,TOT,IDX2015,A,1996,17.76834,,0.08454081810681228,TOT,AGRWTH,2.615385,,2.615385
70,AUS,M1,TOT,IDX2015,A,1997,14.42039,,0.12445086436635901,TOT,AGRWTH,0.2248875,,0.2248875
71,AUS,M3,TOT,IDX2015,A,1997,19.26162,,0.07752618938593961,TOT,AGRWTH,0.2248875,,0.2248875
72,AUS,M1,TOT,IDX2015,A,1998,15.87924,,0.09187152533748467,TOT,AGRWTH,0.8601346,,0.8601346
73,AUS,M3,TOT,IDX2015,A,1998,20.58097,,0.06410533614304866,TOT,AGRWTH,0.8601346,,0.8601346
74,AUS,M1,TOT,IDX2015,A,1999,17.13457,,0.0732629998885295,TOT,AGRWTH,1.483129,,1.483129
75,AUS,M3,TOT,IDX2015,A,1999,22.50454,,0.08547475309426446,TOT,AGRWTH,1.483129,,1.483129
76,AUS,M1,TOT,IDX2015,A,2000,18.76832,,0.08704828135922657,TOT,AGRWTH,4.457435,,4.457435
77,AUS,M3,TOT,IDX2015,A,2000,24.14188,,0.06782156153539003,TOT,AGRWTH,4.457435,,4.457435
78,AUS,M1,TOT,IDX2015,A,2001,21.59706,,0.13097801274803145,TOT,AGRWTH,4.407135,,4.407135
79,AUS,M3,TOT,IDX2015,A,2001,26.18872,,0.07815731353040543,TOT,AGRWTH,4.407135,,4.407135
80,AUS,M1,TOT,IDX2015,A,2002,28.34961,,0.23818846185185616,TOT,AGRWTH,2.981575,,2.981575
81,AUS,M3,TOT,IDX2015,A,2002,28.56336,,0.08313587757182626,TOT,AGRWTH,2.981575,,2.981575
82,AUS,M1,TOT,IDX2015,A,2003,32.18628,,0.11920203266733523,TOT,AGRWTH,2.732596,,2.732596
83,AUS,M3,TOT,IDX2015,A,2003,31.49926,,0.09320536418950795,TOT,AGRWTH,2.732596,,2.732596
84,AUS,M1,TOT,IDX2015,A,2004,34.84988,,0.07643067924480665,TOT,AGRWTH,2.343255,,2.343255
85,AUS,M3,TOT,IDX2015,A,2004,34.81689,,0.09528794788965933,TOT,AGRWTH,2.343255,,2.343255
86,AUS,M1,TOT,IDX2015,A,2005,38.09056,,0.08507829761494723,TOT,AGRWTH,2.691832,,2.691832
87,AUS,M3,TOT,IDX2015,A,2005,37.72851,,0.07717293897903732,TOT,AGRWTH,2.691832,,2.691832
88,AUS,M1,TOT,IDX2015,A,2006,42.13625,,0.09601447684594604,TOT,AGRWTH,3.555288,,3.555288
89,AUS,M3,TOT,IDX2015,A,2006,41.79208,,0.09723301639927945,TOT,AGRWTH,3.555288,,3.555288
90,AUS,M1,TOT,IDX2015,A,2007,47.79374,,0.11837303379061782,TOT,AGRWTH,2.327611,,2.327611
91,AUS,M3,TOT,IDX2015,A,2007,48.87724,,0.14495826687431618,TOT,AGRWTH,2.327611,,2.327611
92,AUS,M1,TOT,IDX2015,A,2008,51.47074,,0.07143864650090517,TOT,AGRWTH,4.350298,,4.350298
93,AUS,M3,TOT,IDX2015,A,2008,58.5621,,0.1653776077019096,TOT,AGRWTH,4.350298,,4.350298
94,AUS,M1,TOT,IDX2015,A,2009,59.51091,,0.1351041346872364,TOT,AGRWTH,1.771117,,1.771117
95,AUS,M3,TOT,IDX2015,A,2009,65.51301,,0.10609968920676968,TOT,AGRWTH,1.771117,,1.771117
96,AUS,M1,TOT,IDX2015,A,2010,61.22571,,0.0280078418037128,TOT,AGRWTH,2.91834,,2.91834
97,AUS,M3,TOT,IDX2015,A,2010,69.21703,,0.05351313108927095,TOT,AGRWTH,2.91834,,2.91834
98,AUS,M1,TOT,IDX2015,A,2011,64.81801,,0.055421325029879835,TOT,AGRWTH,3.30385,,3.30385
99,AUS,M3,TOT,IDX2015,A,2011,75.90085,,0.08805988338734033,TOT,AGRWTH,3.30385,,3.30385
100,AUS,M1,TOT,IDX2015,A,2012,67.81251,,0.04415851883376684,TOT,AGRWTH,1.76278,,1.76278
101,AUS,M3,TOT,IDX2015,A,2012,81.86908,,0.07289968325037965,TOT,AGRWTH,1.76278,,1.76278
102,AUS,M1,TOT,IDX2015,A,2013,77.31946,,0.12295675629395242,TOT,AGRWTH,2.449889,,2.449889
103,AUS,M3,TOT,IDX2015,A,2013,87.33114,,0.06254424252334286,TOT,AGRWTH,2.449889,,2.449889
104,AUS,M1,TOT,IDX2015,A,2014,87.21153,,0.11342617197519629,TOT,AGRWTH,2.487923,,2.487923
105,AUS,M3,TOT,IDX2015,A,2014,93.63347,,0.06730851692242099,TOT,AGRWTH,2.487923,,2.487923
106,AUS,M1,TOT,IDX2015,A,2015,100.0,,0.12788470000000005,TOT,AGRWTH,1.508367,,1.508367
107,AUS,M3,TOT,IDX2015,A,2015,100.0,,0.06366529999999998,TOT,AGRWTH,1.508367,,1.508367
108,AUS,M1,TOT,IDX2015,A,2016,109.8305,,0.08950610258534743,TOT,AGRWTH,1.276991,,1.276991
109,AUS,M3,TOT,IDX2015,A,2016,105.9411,,0.056079274238232425,TOT,AGRWTH,1.276991,,1.276991
110,AUS,M1,TOT,IDX2015,A,2017,120.1656,,0.08600714347533735,TOT,AGRWTH,1.948647,,1.948647
111,AUS,M3,TOT,IDX2015,A,2017,113.1855,,0.06400466490849091,TOT,AGRWTH,1.948647,,1.948647
112,AUS,M1,TOT,IDX2015,A,2018,126.9456,,0.05340870420085455,TOT,AGRWTH,1.911401,,1.911401
113,AUS,M3,TOT,IDX2015,A,2018,116.2454,,0.026322762018970203,TOT,AGRWTH,1.911401,,1.911401
114,AUS,M1,TOT,IDX2015,A,2019,140.4531,,0.09617089263248733,TOT,AGRWTH,1.610768,,1.610768
115,AUS,M3,TOT,IDX2015,A,2019,119.747,,0.029241651147836657,TOT,AGRWTH,1.610768,,1.610768
116,AUS,M1,TOT,IDX2015,A,2020,181.7277,,0.22712332792414142,TOT,AGRWTH,0.8469055,,0.8469055
117,AUS,M3,TOT,IDX2015,A,2020,129.7405,,0.07702683433469115,TOT,AGRWTH,0.8469055,,0.8469055
118,AUS,M1,TOT,IDX2015,A,2021,218.1169,,0.1668334732430178,TOT,AGRWTH,2.86391,,2.86391
119,AUS,M3,TOT,IDX2015,A,2021,141.2395,,0.08141490163870585,TOT,AGRWTH,2.86391,,2.86391
120,BRA,M1,TOT,IDX2015,A,1996,7.429666,,0.20863939240337315,TOT,AGRWTH,15.75767,,15.75767
121,BRA,M3,TOT,IDX2015,A,1996,5.488044,,0.27103099027631716,TOT,AGRWTH,15.75767,,15.75767
122,BRA,M1,TOT,IDX2015,A,1997,11.62576,,0.3609307262492946,TOT,AGRWTH,6.926713,,6.926713
123,BRA,M3,TOT,IDX2015,A,1997,6.865677,,0.20065508470614035,TOT,AGRWTH,6.926713,,6.926713
124,BRA,M1,TOT,IDX2015,A,1998,13.62255,,0.14657975195539755,TOT,AGRWTH,3.195076,,3.195076
125,BRA,M3,TOT,IDX2015,A,1998,7.882064,,0.1289493462626033,TOT,AGRWTH,3.195076,,3.195076
126,BRA,M1,TOT,IDX2015,A,1999,14.89298,,0.08530394857174316,TOT,AGRWTH,4.858448,,4.858448
127,BRA,M3,TOT,IDX2015,A,1999,9.033646,,0.12747698991082887,TOT,AGRWTH,4.858448,,4.858448
128,BRA,M1,TOT,IDX2015,A,2000,17.82255,,0.16437434598303835,TOT,AGRWTH,7.044141,,7.044141
129,BRA,M3,TOT,IDX2015,A,2000,11.21081,,0.19420220305223274,TOT,AGRWTH,7.044141,,7.044141
130,BRA,M1,TOT,IDX2015,A,2001,21.1325,,0.15662841594700108,TOT,AGRWTH,6.840359,,6.840359
131,BRA,M3,TOT,IDX2015,A,2001,12.92334,,0.1325145047642482,TOT,AGRWTH,6.840359,,6.840359
132,BRA,M1,TOT,IDX2015,A,2002,26.05783,,0.18901535546129508,TOT,AGRWTH,8.450165,,8.450165
133,BRA,M3,TOT,IDX2015,A,2002,14.20756,,0.09038990509278168,TOT,AGRWTH,8.450165,,8.450165
134,BRA,M1,TOT,IDX2015,A,2003,28.38583,,0.08201275072809214,TOT,AGRWTH,14.71492,,14.71492
135,BRA,M3,TOT,IDX2015,A,2003,16.31367,,0.12910093191783317,TOT,AGRWTH,14.71492,,14.71492
136,BRA,M1,TOT,IDX2015,A,2004,33.22066,,0.1455368436388682,TOT,AGRWTH,6.597185,,6.597185
137,BRA,M3,TOT,IDX2015,A,2004,19.96765,,0.18299499440344763,TOT,AGRWTH,6.597185,,6.597185
138,BRA,M1,TOT,IDX2015,A,2005,37.70884,,0.11902195877677488,TOT,AGRWTH,6.869537,,6.869537
139,BRA,M3,TOT,IDX2015,A,2005,23.25367,,0.1413118875429126,TOT,AGRWTH,6.869537,,6.869537
140,BRA,M1,TOT,IDX2015,A,2006,43.27507,,0.12862440199403485,TOT,AGRWTH,4.183568,,4.183568
141,BRA,M3,TOT,IDX2015,A,2006,27.4796,,0.1537842617796475,TOT,AGRWTH,4.183568,,4.183568
142,BRA,M1,TOT,IDX2015,A,2007,53.22269,,0.18690562239526037,TOT,AGRWTH,3.641273,,3.641273
143,BRA,M3,TOT,IDX2015,A,2007,31.93058,,0.13939552616958406,TOT,AGRWTH,3.641273,,3.641273
144,BRA,M1,TOT,IDX2015,A,2008,60.58054,,0.12145566876756132,TOT,AGRWTH,5.678594,,5.678594
145,BRA,M3,TOT,IDX2015,A,2008,37.92081,,0.15796682613056007,TOT,AGRWTH,5.678594,,5.678594
146,BRA,M1,TOT,IDX2015,A,2009,64.66553,,0.06317105883149808,TOT,AGRWTH,4.888035,,4.888035
147,BRA,M3,TOT,IDX2015,A,2009,44.13098,,0.14072132547249117,TOT,AGRWTH,4.888035,,4.888035
148,BRA,M1,TOT,IDX2015,A,2010,75.99152,,0.14904281425085314,TOT,AGRWTH,5.038727,,5.038727
149,BRA,M3,TOT,IDX2015,A,2010,53.74648,,0.1789047394359593,TOT,AGRWTH,5.038727,,5.038727
150,BRA,M1,TOT,IDX2015,A,2011,81.38863,,0.06631282526809963,TOT,AGRWTH,6.63645,,6.63645
151,BRA,M3,TOT,IDX2015,A,2011,63.09265,,0.14813405364967236,TOT,AGRWTH,6.63645,,6.63645
152,BRA,M1,TOT,IDX2015,A,2012,85.97665,,0.05336355859410665,TOT,AGRWTH,5.403499,,5.403499
153,BRA,M3,TOT,IDX2015,A,2012,74.15891,,0.14922360644189628,TOT,AGRWTH,5.403499,,5.403499
154,BRA,M1,TOT,IDX2015,A,2013,95.8047,,0.10258421559693826,TOT,AGRWTH,6.204311,,6.204311
155,BRA,M3,TOT,IDX2015,A,2013,82.62949,,0.10251279537124092,TOT,AGRWTH,6.204311,,6.204311
156,BRA,M1,TOT,IDX2015,A,2014,100.8415,,0.049947690187075754,TOT,AGRWTH,6.32904,,6.32904
157,BRA,M3,TOT,IDX2015,A,2014,90.78605,,0.08984375903566681,TOT,AGRWTH,6.32904,,6.32904
158,BRA,M1,TOT,IDX2015,A,2015,100.0,,-0.008414999999999964,TOT,AGRWTH,9.029901,,9.029901
159,BRA,M3,TOT,IDX2015,A,2015,100.0,,0.09213949999999997,TOT,AGRWTH,9.029901,,9.029901
160,BRA,M1,TOT,IDX2015,A,2016,99.79171,,-0.0020872475278758645,TOT,AGRWTH,8.739143,,8.739143
161,BRA,M3,TOT,IDX2015,A,2016,110.7789,,0.09730102032065667,TOT,AGRWTH,8.739143,,8.739143
162,BRA,M1,TOT,IDX2015,A,2017,104.0729,,0.041136453389883525,TOT,AGRWTH,3.446373,,3.446373
163,BRA,M3,TOT,IDX2015,A,2017,121.5595,,0.08868578761840915,TOT,AGRWTH,3.446373,,3.446373
164,BRA,M1,TOT,IDX2015,A,2018,112.5664,,0.07545324359666826,TOT,AGRWTH,3.66485,,3.66485
165,BRA,M3,TOT,IDX2015,A,2018,130.4643,,0.06825468729759795,TOT,AGRWTH,3.66485,,3.66485
166,BRA,M1,TOT,IDX2015,A,2019,118.8619,,0.05296482724910172,TOT,AGRWTH,3.732976,,3.732976
167,BRA,M1,TOT,IDX2015,A,2020,159.3173,,0.2539297364441902,TOT,AGRWTH,3.211768,,3.211768
168,BRA,M1,TOT,IDX2015,A,2021,188.8737,,0.1564876422709992,TOT,AGRWTH,8.30166,,8.30166
169,CAN,M1,TOT,IDX2015,A,1956,1.123932,,0.010357388169391043,TOT,AGRWTH,1.356132,,1.356132
170,CAN,M1,TOT,IDX2015,A,1957,1.105941,,-0.016267594745108343,TOT,AGRWTH,3.315881,,3.315881
171,CAN,M1,TOT,IDX2015,A,1958,1.211773,,0.08733648959004692,TOT,AGRWTH,2.364865,,2.364865
172,CAN,M1,TOT,IDX2015,A,1959,1.241405,,0.023869728251457098,TOT,AGRWTH,1.210121,,1.210121
173,CAN,M1,TOT,IDX2015,A,1960,1.256222,,0.011794889756746705,TOT,AGRWTH,1.358696,,1.358696
174,CAN,M1,TOT,IDX2015,A,1961,1.322896,,0.050400031446160634,TOT,AGRWTH,1.018767,,1.018767
175,CAN,M1,TOT,IDX2015,A,1962,1.367345,,0.03250752370469776,TOT,AGRWTH,1.061571,,1.061571
176,CAN,M1,TOT,IDX2015,A,1963,1.444602,,0.053479781974550715,TOT,AGRWTH,1.628151,,1.628151
177,CAN,M1,TOT,IDX2015,A,1964,1.520801,,0.05010451729055947,TOT,AGRWTH,1.912145,,1.912145
178,CAN,M1,TOT,IDX2015,A,1965,1.618166,,0.06016997020083226,TOT,AGRWTH,2.332657,,2.332657
179,CAN,M1,TOT,IDX2015,A,1966,1.727173,,0.0631129597324646,TOT,AGRWTH,3.815659,,3.815659
180,CAN,M1,TOT,IDX2015,A,1967,1.896504,,0.08928586493885586,TOT,AGRWTH,3.579952,,3.579952
181,CAN,M1,TOT,IDX2015,A,1968,1.985402,,0.04477581870069634,TOT,AGRWTH,4.0553,,4.0553
182,CAN,M1,TOT,IDX2015,A,1969,2.1251,,0.06573714178156337,TOT,AGRWTH,4.561559,,4.561559
183,CAN,M1,TOT,IDX2015,A,1970,2.179074,,0.024769236840969946,TOT,AGRWTH,3.34604,,3.34604
184,CAN,M1,TOT,IDX2015,A,1971,2.457412,,0.11326468658898067,TOT,AGRWTH,2.704918,,2.704918
185,CAN,M3,TOT,IDX2015,A,1971,2.272355,,0.09660990470239027,TOT,AGRWTH,2.704918,,2.704918
186,CAN,M1,TOT,IDX2015,A,1972,2.832056,,0.13228693217930718,TOT,AGRWTH,4.988029,,4.988029
187,CAN,M3,TOT,IDX2015,A,1972,2.592907,,0.12362649335282744,TOT,AGRWTH,4.988029,,4.988029
188,CAN,M1,TOT,IDX2015,A,1973,3.247974,,0.12805459649615422,TOT,AGRWTH,7.487647,,7.487647
189,CAN,M3,TOT,IDX2015,A,1973,3.005834,,0.13737518439142024,TOT,AGRWTH,7.487647,,7.487647
190,CAN,M1,TOT,IDX2015,A,1974,3.549594,,0.08497309833180916,TOT,AGRWTH,10.99717,,10.99717
191,CAN,M3,TOT,IDX2015,A,1974,3.758803,,0.20032148532391822,TOT,AGRWTH,10.99717,,10.99717
192,CAN,M1,TOT,IDX2015,A,1975,4.007369,,0.11423330369626551,TOT,AGRWTH,10.67219,,10.67219
193,CAN,M3,TOT,IDX2015,A,1975,4.318983,,0.12970183026883883,TOT,AGRWTH,10.67219,,10.67219
194,CAN,M1,TOT,IDX2015,A,1976,4.317848,,0.07190595870906062,TOT,AGRWTH,7.541739,,7.541739
195,CAN,M3,TOT,IDX2015,A,1976,5.132185,,0.15845141981436747,TOT,AGRWTH,7.541739,,7.541739
196,CAN,M1,TOT,IDX2015,A,1977,4.685973,,0.07855892468863991,TOT,AGRWTH,7.976445,,7.976445
197,CAN,M3,TOT,IDX2015,A,1977,6.0087,,0.14587431557574856,TOT,AGRWTH,7.976445,,7.976445
198,CAN,M1,TOT,IDX2015,A,1978,5.148023,,0.08975290125937675,TOT,AGRWTH,8.973723,,8.973723
199,CAN,M3,TOT,IDX2015,A,1978,6.915966,,0.13118427707712849,TOT,AGRWTH,8.973723,,8.973723
200,CAN,M1,TOT,IDX2015,A,1979,5.464259,,0.057873537839256875,TOT,AGRWTH,9.144677,,9.144677
201,CAN,M3,TOT,IDX2015,A,1979,8.255965,,0.16230676850010867,TOT,AGRWTH,9.144677,,9.144677
202,CAN,M1,TOT,IDX2015,A,1980,5.890898,,0.07242342338977857,TOT,AGRWTH,10.12922,,10.12922
203,CAN,M3,TOT,IDX2015,A,1980,9.644033,,0.143930241632313,TOT,AGRWTH,10.12922,,10.12922
204,CAN,M1,TOT,IDX2015,A,1981,6.228649,,0.05422540265152201,TOT,AGRWTH,12.47161,,12.47161
205,CAN,M3,TOT,IDX2015,A,1981,10.95038,,0.1192969559047265,TOT,AGRWTH,12.47161,,12.47161
206,CAN,M1,TOT,IDX2015,A,1982,6.454484,,0.03498885426007718,TOT,AGRWTH,10.76897,,10.76897
207,CAN,M3,TOT,IDX2015,A,1982,11.42637,,0.04165714920836637,TOT,AGRWTH,10.76897,,10.76897
208,CAN,M1,TOT,IDX2015,A,1983,7.379314,,0.12532736782850004,TOT,AGRWTH,5.863588,,5.863588
209,CAN,M3,TOT,IDX2015,A,1983,11.6704,,0.020910165889772448,TOT,AGRWTH,5.863588,,5.863588
210,CAN,M1,TOT,IDX2015,A,1984,8.068068,,0.08536789724628006,TOT,AGRWTH,4.304778,,4.304778
211,CAN,M3,TOT,IDX2015,A,1984,12.13281,,0.03811235814291977,TOT,AGRWTH,4.304778,,4.304778
212,CAN,M1,TOT,IDX2015,A,1985,10.01189,,0.1941513540400463,TOT,AGRWTH,3.962031,,3.962031
213,CAN,M3,TOT,IDX2015,A,1985,12.96833,,0.06442772508102436,TOT,AGRWTH,3.962031,,3.962031
214,CAN,M1,TOT,IDX2015,A,1986,11.96307,,0.16310027442788522,TOT,AGRWTH,4.194786,,4.194786
215,CAN,M3,TOT,IDX2015,A,1986,14.03542,,0.07602836252851716,TOT,AGRWTH,4.194786,,4.194786
216,CAN,M1,TOT,IDX2015,A,1987,13.53058,,0.11584943143605081,TOT,AGRWTH,4.356109,,4.356109
217,CAN,M3,TOT,IDX2015,A,1987,15.57081,,0.09860694466119616,TOT,AGRWTH,4.356109,,4.356109
218,CAN,M1,TOT,IDX2015,A,1988,13.92445,,0.028286215972623673,TOT,AGRWTH,4.028234,,4.028234
219,CAN,M3,TOT,IDX2015,A,1988,16.96435,,0.08214520450238293,TOT,AGRWTH,4.028234,,4.028234
220,CAN,M1,TOT,IDX2015,A,1989,14.83465,,0.061356351514865515,TOT,AGRWTH,4.983622,,4.983622
221,CAN,M3,TOT,IDX2015,A,1989,19.04299,,0.10915512742484243,TOT,AGRWTH,4.983622,,4.983622
222,CAN,M1,TOT,IDX2015,A,1990,15.6148,,0.049962215334170196,TOT,AGRWTH,4.780477,,4.780477
223,CAN,M3,TOT,IDX2015,A,1990,21.05252,,0.09545318090185885,TOT,AGRWTH,4.780477,,4.780477
224,CAN,M1,TOT,IDX2015,A,1991,16.37168,,0.046231052647009996,TOT,AGRWTH,5.625864,,5.625864
225,CAN,M3,TOT,IDX2015,A,1991,22.39554,,0.05996819009499209,TOT,AGRWTH,5.625864,,5.625864
226,CAN,M1,TOT,IDX2015,A,1992,17.06007,,0.0403509481496851,TOT,AGRWTH,1.490133,,1.490133
